Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
kmz8jrQKpgQbqpTJFzJ6N	Eirina's Prayer	Yellow	2	1						Generic, Instant								Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to you this turn, where X is 5 minus the pitch value of the card revealed this way.	Generic Instant					No	
CMGR6k8cP8rmnMww6JrKK	Eirina's Prayer	Blue	3	1						Generic, Instant								Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to you this turn, where X is 4 minus the pitch value of the card revealed this way.	Generic Instant					No	
M666bDwLtczKGLB7cMfkT	Electrify	Red	1	1		2				Lightning, Action		Go again						"The next time an attack action card hits a hero this turn, it deals 3 damage to them.

If this was played from arsenal, draw a card.

**Go again**"	Lightning Action						
LqMR9rC9RfztPzqRkhDgB	Electrify	Yellow	2	1		2				Lightning, Action		Go again						"The next time an attack action card hits a hero this turn, it deals 2 damage to them.

If this was played from arsenal, draw a card.

**Go again**"	Lightning Action						
67HPjqjK7wtjKtnHL8zwb	Electrify	Blue	3	1		2				Lightning, Action		Go again						"The next time an attack action card hits a hero this turn, it deals 1 damage to them.

If this was played from arsenal, draw a card.

**Go again**"	Lightning Action						
rh8QMDbW9nkbWFwtJhcqQ	Electrolyze	Red	1	1	4	0				Lightning, Action, Attack		Go again						**Go again**	Lightning Action - Attack						
mkwdBRzRGWTQzwwJzqRbG	Electrolyze	Yellow	2	1	3	0				Lightning, Action, Attack		Go again						**Go again**	Lightning Action - Attack						
wmn7GbbMWqtGtTpqBk6QF	Electrolyze	Blue	3	1	2	0				Lightning, Action, Attack		Go again						**Go again**	Lightning Action - Attack						
BM6cWKkWT7zRBLb7P77pg	Electromagnetic Somersault	Red	1	0						Lightning, Instant								Choose up to 2 attack action cards with cost 0 or more on the active chain link. Return them to their owner's hand when the chain link resolves.	Lightning Instant					No	
dGtzm9PwqTkFGcJwFNzPM	Electromagnetic Somersault	Yellow	2	0						Lightning, Instant								Choose up to 2 attack action cards with cost 1 or more on the active chain link. Return them to their owner's hand when the chain link resolves.	Lightning Instant					No	
TjdM8c7NpJjpjdLDbt7KG	Electromagnetic Somersault	Blue	3	0						Lightning, Instant								Choose up to 2 attack action cards with cost 2 or more on the active chain link. Return them to their owner's hand when the chain link resolves.	Lightning Instant					No	
NFLNtzkpfQDgdPkHfjknf	Electrostatic Discharge	Red	1	0						Lightning, Instant								The next attack action card you play this turn with cost 1 or less gets +3{p}.	Lightning Instant						
gMQ9qN89b76Fz9CwfBf6q	Electrostatic Discharge	Yellow	2	0						Lightning, Instant								The next attack action card you play this turn with cost 1 or less gets +2{p}.	Lightning Instant						
D6DtJ7kmNcPBMHWrghGTj	Electrostatic Discharge	Blue	3	0						Lightning, Instant								The next attack action card you play this turn with cost 1 or less gets +1{p}.	Lightning Instant						
CKGFjmKNk6mhMHThPGmK6	Electryn Joltstep	Red	1	1		3				Lightning, Runeblade, Action		Go again						"Your next Runeblade or Lightning attack this turn gets +3{p}.

Create a Lightning Flow token.

**Go again**"	Lightning Runeblade Action						
7DnnzwcQQQbdHtcDJ9PJG	Electryn Joltstep	Yellow	2	1		3				Lightning, Runeblade, Action		Go again						"Your next Runeblade or Lightning attack this turn gets +2{p}.

Create a Lightning Flow token.

**Go again**"	Lightning Runeblade Action						
GmwDh7pgHwFkGnTTKCL9W	Electryn Joltstep	Blue	3	1		3				Lightning, Runeblade, Action		Go again						"Your next Runeblade or Lightning attack this turn gets +1{p}.

Create a Lightning Flow token.

**Go again**"	Lightning Runeblade Action						
BBj7tdpTkLpgrhCrq9qRh	Electryn Mindmeld	Yellow	2	1	3	3			1	Lightning, Runeblade, Action, Attack		Quickstrike					Go again	"**Quickstrike** - If this has go again, it gets +1{p} and ""When this attacks a hero, deal 1 arcane damage to them.""

The first time this deals damage to a hero, you may put an instant card from your graveyard on the bottom of your deck."	Lightning Runeblade Action - Attack					No	
Gn89Bw77qcNMHW6fTCRTj	Elemental Strike	Red	1	0	5	3				Elemental, Action, Attack		Go again, Dominate						As an additional cost to play this, banish a card from your hand. If it's Earth, this gets +2{p}. Lightning, this gets **go again**. Ice, this gets **dominate**.	Elemental Action - Attack				No	No	
Tr6LzWfrtqMkKjM7JpHjC	Elliptical Conflux	Yellow	2	1						Lightning, Illusionist, Instant, Aura		Ward 2						"When this leaves the arena, create an Embodiment of Lightning token.

**Ward 2**"	Lightning Illusionist Instant - Aura						
jKhMgndCGwjzKLHQMM7Cj	Eloquence									Generic, Token, Aura					Go again			When you play a non-attack action card, destroy this and the card gets **go again**.	Generic Token - Aura						
zjjTKPFFzRh9fMGmR6jPR	Eloquent Eulogy	Red	1	1	4	3				Shadow, Runeblade, Action, Attack		Rune Gate, Blood Debt						"**Rune Gate**

When the combat chain closes, if a hero has lost {h} this turn, create an Eloquence token.

**Blood Debt**"	Shadow Runeblade Action - Attack				No	No	
RD7BHJDcDPPKNGPKj7fHP	Embalm	Yellow	2	0		3				Shadow, Action		Go again, Blood Debt					Blood Debt	"You may play this from your banished zone. If you do, it gets **go again**.

Put an attack action card with blood debt from your graveyard on the bottom of your deck.

**Blood Debt**"	Shadow Action				No	No	
kqndgG6wmB6CLq6FqfjJ9	Embermaw Cenipai	Red	1	2	8	3				Draconic, Illusionist, Action, Attack		Phantasm						"**Phantasm**

When this is destroyed, create an Ash token."	Draconic Illusionist Action - Attack						
NKpQT99rMW9DHw6Jjgrq8	Embermaw Cenipai	Yellow	2	2	7	3				Draconic, Illusionist, Action, Attack		Phantasm						"**Phantasm**

When this is destroyed, create an Ash token."	Draconic Illusionist Action - Attack						
fkrcRbTfRgjF8tpTKPMNH	Embermaw Cenipai	Blue	3	2	6	3				Draconic, Illusionist, Action, Attack		Phantasm						"**Phantasm**

When this is destroyed, create an Ash token."	Draconic Illusionist Action - Attack						
jrcdWNnMQCtrjQqKjd9Fw	Embodiment of Earth									Elemental, Token, Aura								"Non-attack action cards you control get +1{d} while defending.

At the beginning of your action phase, destroy this."	Elemental Token - Aura						
QBwTWNc9FMGQfwHRTTdHj	Embodiment of Lightning									Elemental, Token, Aura					Go again			When you play an attack action card, destroy this and the attack gets **go again**.	Elemental Token - Aura						
MNDjrGBMKh8LtjTdhPrfz	Embody Greatness	Yellow	2	0						Shapeshifter, Instant		Shiyana Specialization						"**Shiyana Specialization**

Name a living legend hero. You become that hero until the start of your next turn, except your base {h} doesn't change."	Shapeshifter Instant					No	
nFFr6KgcT7gWPgbfRQQhW	Embolden	Red	1	4		3				Guardian, Action, Aura		Go again						"**Go again**

When this enters the arena, if you control another non-token aura, draw a card.

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +5{p}."	Guardian Action - Aura						
jGnwnDCjNggQncMQcfMbm	Embolden	Yellow	2	4		3				Guardian, Action, Aura		Go again						"**Go again**

When this enters the arena, if you control another non-token aura, draw a card.

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +4{p}."	Guardian Action - Aura						
8M9crfnQRQWnrtdtzGQw9	Embolden	Blue	3	4		3				Guardian, Action, Aura		Go again						"**Go again**

When this enters the arena, if you control another non-token aura, draw a card.

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +3{p}."	Guardian Action - Aura						
nRGKwwb7q7HQnfGQLr6gp	Emboldened Blade	Blue	3	0		3				Warrior, Action		Go again						"Turn a face-down card in any arsenal face-up. If it's a defense reaction, destroy it and your next weapon attack this turn gets +1{p}.

**Go again**"	Warrior Action				No	No	
ncdtKzpTdWBQLQq8bqtKk	Emboldened by the Crowd	Yellow	2	3		6				Revered, Defense Reaction							The Crowd Cheers	If you've been cheered this turn, this costs {r}{r}{r} less to play.	Revered Defense Reaction					No	
7LBccf7qnHMdgb996CcWz	Embrace Adversity					2				Generic, Equipment, Arms		Blade Break						"This may only defend an attack if the attack's controller has destroyed a Might token this turn.

**Blade Break**"	Generic Equipment - Arms						
T997BRN8zNhbWCgbpbhP8	Embrace Sin	Yellow	2	1		2				Shadow, Runeblade, Action		Go again						"Your next attack this turn gets +2{p}.

You may play an aura with Runechant in its name from your banished zone this turn.

**Go again**"	Shadow Runeblade Action					No	
BMWL86gpr7dDBCcfChgRg	Embrace Ursur	Red	1	1	3	3				Shadow, Runeblade, Action, Attack		Go again						When this attacks, you may banish a card from your hand. If it's Runeblade, create a Runechant token. If it's Shadow, this gets **go again**.	Shadow Runeblade Action - Attack						
hKqfRdRKBqgKwKJwzp7Dp	Embrace Ursur	Yellow	2	1	2	3				Shadow, Runeblade, Action, Attack		Go again						When this attacks, you may banish a card from your hand. If it's Runeblade, create a Runechant token. If it's Shadow, this gets **go again**.	Shadow Runeblade Action - Attack						
dkPRHjHr9Kjt8Lhqpbz69	Embrace Ursur	Blue	3	1	1	3				Shadow, Runeblade, Action, Attack		Go again						When this attacks, you may banish a card from your hand. If it's Runeblade, create a Runechant token. If it's Shadow, this gets **go again**.	Shadow Runeblade Action - Attack						
8D9wTFwLWtN9hkFwDgRWW	Embraforged Gauntlet					2				Shadow, Equipment, Arms		Temper, Blood Debt						"If this would be put into your graveyard from anywhere, instead banish it.

**Temper**

**Blood Debt**"	Shadow Equipment - Arms						
FFrCkdLPFwwTzHJPwcTRC	Emerging Avalanche	Red	1	2		3				Elemental, Guardian, Action, Aura		Ice Fusion, Go again						"**Ice Fusion**

**Go again**

When this enters the arena, if it was **fused**, create a Frostbite token under target hero's control.

At the beginning of your action phase, destroy this then the next attack action card you play this turn gets +3{p}."	Elemental Guardian Action - Aura						
bjbb9hfw8BzbQqqqHtCjJ	Emerging Avalanche	Yellow	2	2		3				Elemental, Guardian, Action, Aura		Ice Fusion, Go again						"**Ice Fusion**

**Go again**

When this enters the arena, if it was **fused**, create a Frostbite token under target hero's control.

At the beginning of your action phase, destroy this then the next attack action card you play this turn gets +2{p}."	Elemental Guardian Action - Aura						
NDkNqCchBdrhwz7RCBn77	Emerging Avalanche	Blue	3	2		3				Elemental, Guardian, Action, Aura		Ice Fusion, Go again						"**Ice Fusion**

**Go again**

When this enters the arena, if it was **fused**, create a Frostbite token under target hero's control.

At the beginning of your action phase, destroy this then the next attack action card you play this turn gets +1{p}."	Elemental Guardian Action - Aura						
jd9pfjNMhtjPhWPKqdnpg	Emerging Dominance	Red	1	2		3				Guardian, Action, Aura					Dominate			At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +3{p} and **dominate**.	Guardian Action - Aura						
dBh9zHWmcNHhCHBJjcNWQ	Emerging Dominance	Yellow	2	2		3				Guardian, Action, Aura					Dominate			At the beginning of your action phase, destroy this, then the next Guardian attack action card you play this turn gets +2{p} and **dominate**.	Guardian Action - Aura						
RdftGrd8H6WJCkTPtNtGD	Emerging Dominance	Blue	3	2		3				Guardian, Action, Aura					Dominate			At the beginning of your action phase, destroy this, then the next Guardian attack action card you play this turn gets +1{p} and **dominate**.	Guardian Action - Aura						
dNCDnH6TKq6bCW8ndKHGn	Emerging Power	Red	1	2		3				Guardian, Action, Aura		Go again						"**Go again**

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +3{p}."	Guardian Action - Aura						
QhGTkpkFQbMB7zzTdcKM8	Emerging Power	Yellow	2	2		3				Guardian, Action, Aura		Go again						"**Go again**

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +2{p}."	Guardian Action - Aura						
mrrwW6wDFJRfctKLrfkTK	Emerging Power	Blue	3	2		3				Guardian, Action, Aura		Go again						"**Go again**

At the beginning of your action phase, destroy this then the next Guardian attack action card you play this turn gets +1{p}."	Guardian Action - Aura						
DtjWNmQLmDmKg6dwzNh7h	Emeritus Scolding	Red	1	2		3			4	Wizard, Action								Deal 4 arcane damage to target hero. If this was played during an opponent's turn, instead deal 6 arcane damage.	Wizard Action					No	
zrQ8nHpjJBbtRTpRDjfMf	Emeritus Scolding	Yellow	2	2		3			3	Wizard, Action								Deal 3 arcane damage to target hero. If this was played during an opponent's turn, instead deal 5 arcane damage.	Wizard Action					No	
TLfzTNH6GD9CG9fnwzwhb	Emeritus Scolding	Blue	3	2		3			2	Wizard, Action								Deal 2 arcane damage to target hero. If this was played during an opponent's turn, instead deal 4 arcane damage.	Wizard Action					No	
DgQfj8jGQBWmBQKW9kngT	Emissary of Moon	Red	1	0	4	2				Generic, Action, Attack								When this attacks, you may put a card from your hand on the bottom of your deck. If you do, draw a card.	Generic Action - Attack					No	
zFJbjDkLPqmCzQFwjtdFc	Emissary of Tides	Red	1	0	4	2				Generic, Action, Attack								When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets +2{p}.	Generic Action - Attack					No	
MhJphRFQWwMc7JpbJQfGt	Emissary of Wind	Red	1	0	4	2				Generic, Action, Attack		Go again						When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets **go again**.	Generic Action - Attack					No	
QgqNQGbtcF6NNBMDbDMhh	Emperor, Dracai of Aesir						15	4		Royal, Draconic, Warrior, Wizard, Hero, Young			Action	Attack				"You may only have red cards in your deck.

**Action** - {r}{r}{r}: Search your deck for Command and Conquer, **attack** with it, then shuffle."	Royal Draconic Warrior Wizard Hero - Young			No	No	No	No
rTWLDhwKJcwrK8mqwDJpb	Empowering Ruckus	Yellow	2	3	6	3				Revered, Action, Attack							The Crowd Cheers	If you've been cheered this turn, this gets +1{p}.	Revered Action - Attack						
Mr6TbnRrKTrJWndKh8QwF	Empyrean Rapture									Light, Illusionist, Equipment, Chest			Once per Turn Instant	Ward 1				"If a card with Herald in its name has been put into your soul during your turn, the first hero ability you activate that turn costs {r}{r} less to activate.

**Once per Turn Instant** - {r}: This gets **ward 1** until end of turn."	Light Illusionist Equipment - Chest				No	No	
dJhftDhtgzGRMPCt7btf9	En Garde	Red	1	1		3				Warrior, Action		Go again						"Your next weapon attack this turn gets +3{p}.

**Go again**"	Warrior Action						
jR8M7zkdc97kKqDjw7RWD	Enact Vengeance	Red	1	2	6	3				Ninja, Action, Attack		Combo						"**Combo** - If Edge of Autumn or a card with Vengeance in its name was the last attack this combat chain, this gets ""When this hits a hero, destroy all cards in their arsenal."""	Ninja Action - Attack				No	No	
dzMtpNHjPcPNCFFkrR9QJ	Encase	Red	1	0		3			3	Elemental, Wizard, Action		Ice Fusion			Freeze			"**Ice Fusion**

Deal 3 arcane damage to any target. If this was **fused** and deals damage to a hero, **freeze** them and all equipment they control until the start of your next turn."	Elemental Wizard Action				No	No	
CWPHzh8wWpWNgwmQWgt7C	Enchanted Quiver									Ranger, Equipment, Quiver								**Instant** - Destroy this: Prevent the next 1 arcane damage that would be dealt to you this turn. If there is a face-up arrow in your arsenal, instead prevent the next 2.	Ranger Equipment - Quiver				No	No	
cjpL88F8RRRbwDm8bwqqJ	Enchanting Melody	Red	1	2		2				Generic, Action, Aura		Go again						"**Go again**

If you would be dealt damage, destroy this to prevent 4 of that damage.

At the beginning of your end phase, destroy this unless you have played a non-attack action card this turn."	Generic Action - Aura					No	
